Country Name,Country Code,Indicator Name,Indicator Code ,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Afghanistan,AFG,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,1.09789182417130E+08,1.16266877179792E+08,9.78732432028122E+07,1.08570567311995E+08,1.42368560956360E+08,1.47751165008642E+08,1.62427780835363E+08,1.93989691342983E+08,2.22143823149742E+08,2.55119935433193E+08,2.55612055404011E+08,2.41796057739851E+08,,,,,,,,,,,,,,,,,,,,1.64775938653311E+08,3.09304072726097E+08,3.50765434029902E+08,4.16086306293088E+08,4.60431347354134E+08,5.29596400528952E+08,7.85068943273125E+08,8.17713699534779E+08,1.03792768457779E+09,1.37140915477509E+09,1.56661727394971E+09,1.83753407174188E+09,,
Afghanistan,AFG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,1.01777838084251E+00,1.01778000000000E+00,1.02965000000000E+00,1.30214000000000E+00,1.51689330039651E+00,1.15301000000000E+00,1.51689330039651E+00,1.36921000000000E+00,1.51689330039651E+00,1.38014000000000E+00,1.57960000000000E+00,1.67600000000000E+00,1.56677000000000E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,1.81616896000000E+07,1.90211545784866E+07,1.67947131796594E+07,2.30623179987718E+07,3.34053614350263E+07,2.78772195555556E+07,3.96077702870026E+07,4.13197140206114E+07,5.11361574715398E+07,5.21105494212133E+07,5.87066771263684E+07,5.95233913390545E+07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,9.25490105641600E-01,1.01332949593047E+00,1.36904714476688E+00,1.49857836940785E+00,2.99990686945695E+00,2.84649138521505E+00,2.47543476747022E+00,2.40316156127801E+00,2.54652076596292E+00,2.97067670247262E+00,4.40867556414280E+00,4.87884782533224E+00,,,,,,,,,,,,,,,,,,,,4.89543844342801E-02,2.38729645629603E-03,4.47870224654356E-03,1.24011333527952E-02,7.69663999528918E-03,7.89749114582272E-03,5.56631891835626E-02,1.83765006610351E-01,9.19753164604490E-02,1.12638604761696E-01,1.38267475027171E-01,0.00000000000000E+00,,
Afghanistan,AFG,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,1.65148566160542E+07,1.89379797019330E+07,2.23306503431179E+07,2.65414555281035E+07,6.60646158958133E+07,6.88218361580884E+07,6.46363535291449E+07,7.25220736463605E+07,8.58460426048343E+07,1.12165139129832E+08,1.63850780513447E+08,1.73273012166436E+08,1.68310701263503E+08,1.63019872193586E+08,1.66011081628925E+08,1.58235910845658E+08,1.41469866023004E+08,6.35083708458984E+07,4.82442104193913E+07,1.03091852322963E+07,9.00547174906097E+06,8.65743539596282E+06,6.45933396814360E+06,7.49105986708899E+06,6.36139466933138E+06,6.23920927204454E+06,8.14558958658629E+06,6.88175019065181E+06,4.95349950173652E+06,3.91896239443597E+06,9.33993807813754E+06,1.20509359122837E+06,9.83538385485271E+04,2.04970520216255E+05,6.56459579401166E+05,4.83827790545447E+05,5.60793063926403E+05,5.49597794941199E+06,1.88056561639328E+07,1.15344951191425E+07,1.80208079542040E+07,2.48230005558258E+07,0.00000000000000E+00,,
Afghanistan,AFG,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.63046254867606E+01,-8.90739366404863E+00,-1.58207605334546E+01,-1.91787437734274E+01,-1.44365060535882E+01,,
Afghanistan,AFG,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,,
Afghanistan,AFG,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,,
Afghanistan,AFG,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,2.20766239522545E+00,2.85840110340952E+00,3.59666225020016E+00,3.68709575486252E+00,5.19670426303579E+00,5.70015564691419E+00,5.46618851295265E+00,5.09776181473484E+00,5.06562853713341E+00,5.95547871821186E+00,7.76073802984290E+00,7.37829319851124E+00,,,,,,,,,,,,,,,,,,,,2.68904499063103E+00,2.24058704523362E+00,2.19454615724391E+00,1.68588865997988E+00,1.41758392487369E+00,1.88155644899730E+00,1.93123520394180E+00,2.01097463819580E+00,1.60049627610075E+00,1.65396504018213E+00,1.59019978590348E+00,1.24147667088598E+00,,
Afghanistan,AFG,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,1.28217228958385E+00,1.84507160747905E+00,2.22761510543328E+00,2.18851738545467E+00,2.19679739357884E+00,2.85366426169914E+00,2.99075374548243E+00,2.69460025345683E+00,2.51910777117049E+00,2.98480201573924E+00,3.35206246570010E+00,2.49944537317900E+00,,,,,,,,,,,,,,,,,,,,2.64009060619675E+00,2.23819974877732E+00,2.19006745499737E+00,1.67348752662708E+00,1.40988728487840E+00,1.87365895785148E+00,1.87557201475824E+00,1.82720963158545E+00,1.50852095964030E+00,1.54132643542043E+00,1.45193231087631E+00,1.24147667088598E+00,,
Afghanistan,AFG,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,2.28796519708611E+07,3.44822970133386E+07,3.63348290879703E+07,3.87610271470012E+07,4.83783605035650E+07,6.89952603717480E+07,7.80919048855293E+07,8.13170455026646E+07,8.49219201117718E+07,1.12698474758877E+08,1.24581190732637E+08,8.87681772543693E+07,9.49939799551725E+07,8.30574205097212E+07,5.92164133500323E+07,7.45841663191470E+07,7.93171100814854E+07,1.08912622914020E+08,1.13657676970851E+08,9.37884515039610E+07,1.29820747672817E+08,8.92319684084401E+07,7.26736069700763E+07,9.88940984120070E+07,8.87182267368304E+07,1.04890825574456E+08,1.35280379727330E+08,9.50629323288253E+07,8.56456602155612E+07,9.86056162909620E+07,6.74493530581265E+07,6.49902211325132E+07,9.22112275373402E+07,1.00229763187749E+08,8.85868159473582E+07,8.86286289053860E+07,1.33046676257745E+08,1.85187061446517E+08,1.86988136124752E+08,1.89181492553794E+08,2.46593499149013E+08,2.60663735653100E+08,2.55839153379056E+08,,
Afghanistan,AFG,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.42951556809996E+01,-1.71837617465729E+01,-2.43927188021318E+01,-2.79050141659138E+01,-2.33532635236449E+01,,
Afghanistan,AFG,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.48625324599946E+09,-2.15499140010663E+09,-3.90253858296725E+09,-5.00975505638391E+09,-4.81255855115139E+09,,
Afghanistan,AFG,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70831930032638E+00,1.70070306666027E+00,1.70769403008175E+00,1.73657898592717E+00,1.76326924242538E+00,1.81383194554206E+00,1.78593627893731E+00,1.70483284468747E+00,1.62422205155952E+00,1.61017738726469E+00,1.69693513891086E+00,1.57601448094230E+00,1.49796843874431E+00,2.46438191098648E+00,2.36584752357330E+00,2.26448175292008E+00,2.29901952550400E+00,2.50513709401500E+00,2.57567916145561E+00,2.65253565126480E+00,2.46808614318371E+00,2.52852004725529E+00,2.52852004725529E+00,,
Afghanistan,AFG,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12134489398174E+07,6.85556220782426E+07,7.17861870338166E+07,9.23453232591221E+07,1.10263292188370E+08,1.29835705798326E+08,1.39331831693276E+08,1.36818352202222E+08,1.40621809752406E+08,1.45629855234914E+08,1.43843231302981E+08,3.87962175934692E+07,6.17145581507023E+07,1.12783930366494E+08,1.25237204219093E+08,1.42350324806200E+08,1.63251111008330E+08,2.47347994804190E+08,2.63583026999507E+08,3.32650766534976E+08,3.94863790215115E+08,4.53942292112448E+08,5.21068533434548E+08,,
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.49624000000000E+02,1.50544600000000E+02,1.51465200000000E+02,1.52385800000000E+02,1.53306400000000E+02,1.54227000000000E+02,1.55346600000000E+02,1.56466200000000E+02,1.57585800000000E+02,1.58705400000000E+02,1.59825000000000E+02,1.61007800000000E+02,1.62190600000000E+02,1.63373400000000E+02,1.64556200000000E+02,1.65739000000000E+02,1.66338600000000E+02,1.66938200000000E+02,1.67537800000000E+02,1.68137400000000E+02,1.68737000000000E+02,1.69001000000000E+02,1.69265000000000E+02,1.69529000000000E+02,1.69793000000000E+02,1.70057000000000E+02,1.66146600000000E+02,1.62236200000000E+02,1.58325800000000E+02,1.54415400000000E+02,1.50505000000000E+02,1.43898600000000E+02,1.37292200000000E+02,1.30685800000000E+02,1.24079400000000E+02,1.17473000000000E+02,1.11347200000000E+02,1.05221400000000E+02,9.90956000000000E+01,9.29698000000000E+01,8.68440000000000E+01,,
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,8.57540125427420E+01,8.59638533822367E+01,8.61154203841781E+01,8.62819655416094E+01,8.65575110790817E+01,8.69995042079133E+01,8.76209285449210E+01,8.83839590129190E+01,8.92290382066345E+01,9.00736506852203E+01,9.08566372349923E+01,9.15646835770895E+01,9.22095742821220E+01,9.27902038527904E+01,9.33127665837728E+01,9.37870989545789E+01,9.42076513836233E+01,9.45807702883737E+01,9.49460765765486E+01,9.53581205959388E+01,9.58605963953318E+01,9.64902186770008E+01,9.72527454513350E+01,9.81179175716644E+01,9.90110224767466E+01,9.98508352963385E+01,1.00622275551588E+02,1.01324950424456E+02,1.01873572101017E+02,1.02161342247522E+02,1.02148535976540E+02,1.01795642144550E+02,1.01249735540398E+02,1.00804391535827E+02,1.00709257247411E+02,1.01052095095669E+02,1.01851057581991E+02,1.03000055495909E+02,1.04299056058393E+02,1.05447320991530E+02,1.06216278295293E+02,1.06502365930981E+02,1.06395374725248E+02,1.06069189658912E+02,1.05743549303380E+02,1.05529181411872E+02,1.05455718970503E+02,1.05403514909800E+02,1.05155986709886E+02,1.04445539253606E+02,1.03119621430228E+02,1.01186757602546E+02,9.87781600406134E+01,9.59719106496591E+01,
Afghanistan,AFG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.55669383752695E+00,4.54155830857739E+00,4.52559178873785E+00,4.51059419691198E+00,4.49863772091481E+00,4.49108349816649E+00,4.48755895243089E+00,4.48716389303551E+00,4.48938035608610E+00,4.49358820596965E+00,4.49892085015904E+00,4.50529002649116E+00,4.51148012261795E+00,4.51480844797670E+00,4.51165940026300E+00,4.49991300122910E+00,4.48009663973417E+00,4.45303279513246E+00,4.41721319683150E+00,4.37005770353545E+00,4.30965409593824E+00,4.23262676130201E+00,4.13886712282508E+00,4.03439781729190E+00,3.93121461461959E+00,3.84219154412077E+00,3.77184524215627E+00,3.72206467922890E+00,3.70298747994709E+00,3.72416726901731E+00,3.78544520022732E+00,3.88192852087926E+00,3.99444736831369E+00,4.09806987051533E+00,4.17583209642899E+00,4.22422577372896E+00,4.24721893603978E+00,4.25181909187348E+00,4.24337290288319E+00,4.22854888523093E+00,4.21288637466405E+00,4.19715391808560E+00,4.18193404270450E+00,4.17188648718953E+00,4.17165777746407E+00,4.18378868689227E+00,4.20807271566582E+00,4.24294781143088E+00,4.28744215704868E+00,4.33979761000717E+00,4.39759982793584E+00,4.46064556898414E+00,4.52662099374104E+00,4.60253461504983E+00,
Afghanistan,AFG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,8.11973187052151E+01,8.14222950736593E+01,8.15898285954403E+01,8.17713713446974E+01,8.20588733581669E+01,8.25084207097468E+01,8.31333695924901E+01,8.38967951198835E+01,8.47396578505484E+01,8.55800624792506E+01,8.63577163848333E+01,8.70593935505984E+01,8.76980941595040E+01,8.82753954048137E+01,8.88011071835098E+01,8.92871859533498E+01,8.97275547438891E+01,9.01277374932413E+01,9.05288633797171E+01,9.09880628924033E+01,9.15509422993936E+01,9.22575919156988E+01,9.31138783285099E+01,9.40835197543725E+01,9.50798078621270E+01,9.60086437522178E+01,9.68504303094313E+01,9.76028857452273E+01,9.81705846210697E+01,9.84371749785046E+01,9.83630907763127E+01,9.79137136236704E+01,9.72552881720844E+01,9.67063216653115E+01,9.65334251509823E+01,9.68278693219396E+01,9.76038386459513E+01,9.87482364040358E+01,1.00055683155510E+02,1.01218772106299E+02,1.02003391920629E+02,1.02305212012895E+02,1.02213440682543E+02,1.01897303171722E+02,1.01571891525916E+02,1.01345392724980E+02,1.01247646254837E+02,1.01160567098369E+02,1.00868544552838E+02,1.00105741643599E+02,9.87220216022925E+01,9.67261120335619E+01,9.42515390468723E+01,9.13693760346092E+01,
Afghanistan,AFG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66842370142770E+00,4.62214923317352E+00,7.25929833816935E+00,5.50236079238216E+00,5.84014771828014E+00,6.08546557636508E+00,5.94038512265893E+00,5.77947771036666E+00,4.84304932735426E+00,5.00131891321551E+00,5.39171722500659E+00,5.46557636507518E+00,,
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,5.77459179609717E+01,5.78378212786815E+01,5.79144073767730E+01,5.80109058603682E+01,5.80139693042919E+01,5.80721747388414E+01,5.81732683883221E+01,5.81748001102840E+01,5.81993076616733E+01,5.82146248812915E+01,5.82605765401464E+01,5.82758937597647E+01,5.82789572036884E+01,5.82789572036884E+01,5.82789572036884E+01,5.82789572036884E+01,5.82820206476120E+01,5.82820206476120E+01,5.82804889256502E+01,5.82804889256502E+01,5.82866158134975E+01,5.82881475354594E+01,5.82881475354594E+01,5.82881475354594E+01,5.82881475354594E+01,5.82881475354594E+01,5.82743620378029E+01,5.82667034279937E+01,5.82667034279937E+01,5.82667034279937E+01,5.82513862083755E+01,5.82513862083755E+01,5.81043409000398E+01,5.79190025426585E+01,5.78270992249487E+01,5.78255675029869E+01,5.78837729375364E+01,5.80017155285973E+01,5.78270992249487E+01,5.78270992249487E+01,5.78270992249487E+01,5.78829553991690E+01,5.81236680312160E+01,5.81252012326940E+01,5.81236680312160E+01,5.81236680312160E+01,5.81236680312160E+01,5.81236680312160E+01,5.81236680312160E+01,5.81236680312160E+01,5.81236680312160E+01,5.80675795729559E+01,,
Afghanistan,AFG,Agricultural land (sq. km),AG.LND.AGRI.K2,,3.77000000000000E+05,3.77600000000000E+05,3.78100000000000E+05,3.78730000000000E+05,3.78750000000000E+05,3.79130000000000E+05,3.79790000000000E+05,3.79800000000000E+05,3.79960000000000E+05,3.80060000000000E+05,3.80360000000000E+05,3.80460000000000E+05,3.80480000000000E+05,3.80480000000000E+05,3.80480000000000E+05,3.80480000000000E+05,3.80500000000000E+05,3.80500000000000E+05,3.80490000000000E+05,3.80490000000000E+05,3.80530000000000E+05,3.80540000000000E+05,3.80540000000000E+05,3.80540000000000E+05,3.80540000000000E+05,3.80540000000000E+05,3.80450000000000E+05,3.80400000000000E+05,3.80400000000000E+05,3.80400000000000E+05,3.80300000000000E+05,3.80300000000000E+05,3.79340000000000E+05,3.78130000000000E+05,3.77530000000000E+05,3.77520000000000E+05,3.77900000000000E+05,3.78670000000000E+05,3.77530000000000E+05,3.77530000000000E+05,3.77530000000000E+05,3.77530000000000E+05,3.79100000000000E+05,3.79110000000000E+05,3.79100000000000E+05,3.79100000000000E+05,3.79100000000000E+05,3.79100000000000E+05,3.79100000000000E+05,3.79100000000000E+05,3.79100000000000E+05,3.79100000000000E+05,,
